"難怪很多部落客跟 YouTuber 都試著模仿做出這些有名的餅乾。","It's no surprise many bloggers and YouTubers have attempted to imitate these famous cookies."
"它的內部就像融化的粘糊狀，幾乎像蛋糕一樣，外面是美麗的金棕色，外殼很脆，裡面有一些巧克力碎片。","It's like molten and gooey and almost cake-like in the inside, the outside is this beautiful golden brown and has this crunchy exterior shell, and there's speckles of little chocolate chips inside."
"如果沒有的話，我會形容它接近布朗尼跟餅乾的綜合體。","If it isn't, I would describe this as closely to a brownie-cookie hybrid."
"如果你很愛巧克力而且喜歡沈浸在濃厚、奢侈的甜點中，那麼這就是你的最佳選擇。","If you are a chocolate lover and you love to indulge in rich, sumptuous desserts, this is the one for you."
"謠言已經在這個社區傳開了。","The rumor has been spread by word of mouth in this community."
"我突然想吃姑姑做的肉桂派時都會去拜訪她。","I always visit my aunt when I have a hankering for her cinnamon pie."
"如果你了解他們多年來的努力，就知道這也不是一夜成功。","They weren't really an overnight success if you know about the years of struggle."
"在訓練鐵人三項時，她們製作了終極的巧克力餅乾來為訓練的過程補充體力。","While training for the Ironman Triathlon, they created the ultimate chocolate chip cookie to fuel them through workouts."
"你怎麼沒買麵粉？我烤蛋糕要用。","Why didn't you buy the flour? I need it for my cake."
"排隊的時候我想到我忘了帶錢包了。","Waiting in the line, I realized I had forgotten my wallet."
"你的求婚結果怎麼樣？","How was your marriage proposal?"
"她答應了，高興得不知如何是好！","Overwhelmed with joy, she said yes!"
"我離開前會記得關燈。","I'll remember to turn off the light before leaving."
"她看著星空，好一陣子不發一語。","Looking at the stars, she kept silent for a while."
"他被這消息嚇到把盤子摔在地上。","Shocked by this news, he dropped a plate on the floor."
"你怎麼有這麼多餅乾？我可以吃一些嗎？","How come you have so many cookies? May I have some?"
"好啊！我突然想吃點甜的，所以就自己烤了。","Sure! I just had a hankering for something sweet, so I made them myself."
"這些好吃到你可以開店販售了。","They taste so good that you can totally open a bakery."
"你一定得教我怎麼烤這些餅乾，我想烤一些給我男朋友吃。","You've got to teach me how to make them. I'd like to make some for my boyfriend."
"沒有什麼秘方啦，我只是把葡萄乾跟核桃加進麵團而已。","There's no secret recipe. I just mixed raisins and walnuts into the dough."
"等一下，你說核桃嗎？","Wait a second. Did you say walnuts?"
"我對堅果過敏啦！難怪我現在好癢啊！","I'm allergic to nuts! No wonder I'm starting to itch like crazy."
"什麼？這加了一堆碎核桃耶！你吃第一口沒有吃到脆脆的口感嗎？","What? They're full of walnut bits! Didn't you get a hint of nuttiness when eating the first bite?"
"你快點帶我去醫院啦！","Just take me to the hospital now!"
"摩門教徒自認為基督徒，隸屬於基督教原始主義的後期聖徒運動。","Mormons identify themselves as Christians, belonging to the Latter Day Saint movement of Restorationist Christianity."
"這個宗教其實是新興宗教。","The religion itself is actually quite young."
"史密斯過世後，楊百翰 (Brigham Young) 率領大量的摩門教徒前往猶他州的鹽湖城。","When Smith died, Brigham Young led a significant number of Mormons to Salt Lake City in Utah."
"1830 年，約瑟夫史密斯 (Joseph Smith) 在紐約北部創辦教會。","The church was founded in 1830 by Joseph Smith in upstate New York."
"大多數摩門教徒也直言反對墮胎、同性戀和婚前性行為。","The majority of Mormons are also outspoken about being opposed to abortion, homosexuality, and sex before marriage."
"根據皮尤研究中心 (Pew Research Center) 2012 年的一項調查，有 74% 的摩門教徒支持共和黨。","According to a 2012 Pew Research Center survey, 74% of Mormons lean toward the Republican Party."
"但最近一項調查顯示，大多數美國人對他們知之甚少。","But according to a recent survey, most Americans don’t know much about them."
"整體而言，摩門教被視為保守的宗教，戒除毒品、酒精、色情、賭博，甚至是咖啡因。","By and large, Mormons are considered a conservative religion, abstaining from drugs, alcohol, pornography, gambling, and even drinking caffeine."
"雖然一些摩門教的信仰似乎與現代社會格格不入，根據教會的說法，其為世界上增長最快的宗教信仰。","While some Mormon beliefs seem to go against the grain of modern society, according to the church, it’s the fastest growing faith in the world."
"該教會成立時只有 6 名追隨者，現在則有超過 1500 萬個信徒。","Since it was established with just six followers, the church now boasts fifteen million members."
"的確，後期聖徒教會的成員非常地富有，但他們對於自己的收入也是出了名的守口如瓶。","It’s true, the Latter Day Saints are pretty wealthy but they are also notoriously tight-lipped about how much they earn."
"根據報導，什一奉獻每年能帶來大約 70 億美元的收入。","It’s reported that tithing brings in around seven billion dollars annually."
"除了經濟財富和權力，摩門教徒越來越積極參與政治。","Aside from their economic wealth and power, Mormons have also started to get more involved in the political arena."
"你看起來很困惑，所以我會再分段並解釋一次。","You seem confused, so I will break it down and explain it again."
"我不認同一些部分，但整體而言，這是個很好的計畫！","I don't agree with a few things, but by and large, this is a great plan!"
"他突然反常地做出一些我們沒有預期的事。","He suddenly went against the grain and did something unexpected."
"今年誰有參加會議？","Who attended the conference this year?"
"除了之前有參加的公司，還有一間來自新加坡的新公司。","Aside from the usual companies, there was a new one from Singapore."
"你覺得這場會議辦得成功嗎？","Do you think the conference was a success?"
"根據會計師的說法，收益較去年多，但我不知道大家是否比去年還要更喜歡這次會議。","It was more profitable according to our accountants, but I don't know if people enjoyed it more than last year."
"根據最新的民調指出，現任總統有很大的機會連任成功。","According to the latest poll, the president has a higher chance to win the re-election."
"除了附近工地傳來的刺耳噪音外，我想不到這個住宅區的任何缺點。","Aside from the penetrating noise coming from the construction site nearby, I couldn't think of anything bad around this neighborhood."
"儘管承受急劇的疼痛，這名球員仍順利的獲得勝利。","In spite of the excruciating pain, the player still manages to come out victorious."
"你有去過鎮上新建好的教堂嗎？","Have you been to the new church that opened up in town?"
"沒有，而且如果我是你，我不會去。","No, and I wouldn't go there if I were you."
"為什麼呢？你不贊成上教堂嗎？","Why? Are you opposed to going to church?"
"或者你覺得這座教堂不好？","Or do you think it's a bad church?"
"我聽說它不是基督教教堂。","I heard it's not a Christian church."
"你從哪裡聽來的？","Where did you hear that?"
"不是所有的教堂都是基督教的嗎？","Aren't all churches Christian?"
"根據我父親的說法，那間教堂是女巫所創立的。","According to my dad, that church was founded by witches."
"真的嗎？這讓我很難相信，他們在一個月內招募了一千名新成員。","Really? I find that hard to believe. They’ve acquired 1,000 new members in one month."
"而進一步分離出抗原中的特定成分，如蛋白質或多醣，這類型疫苗可立即促使特定反應。科學家現已著手建立新的疫苗系列，稱之為 DNA 疫苗。","By even further isolating specific components of antigens, like proteins or polysaccharides, these vaccines can prompt specific responses. Scientists are now building a whole new range of vaccines called DNA vaccines."
"科學家愛德華·簡納將牛痘病毒中的物質注射到八歲男童身上，並有預感此舉將能為致命的天花疫情提供預防方法拯救民眾生命。","The scientist Edward Jenner injected material from a cowpox virus into an eight-year-old boy with a hunch that this would provide the protection needed to save people from deadly outbreaks of the related smallpox virus."
"特殊的 B 細胞及 T 細胞會被徵招來抵抗病菌並記錄下病原菌資訊，以存檔了解侵略者的外觀及最佳抵禦方式。","Special cells called B cells and T cells are recruited to fight microbes, and also record information about them, creating a memory of what the invaders look like and how best to fight them."
"免疫反應的徵兆包括我們經歷到的咳嗽打噴嚏、發炎及發燒，這都是為了將危害物質如細菌等包圍、遏止並趕出體外。","The signs that this immune response is working are the coughing, sneezing, inflammation and fever we experience, which work to trap, deter and rid the body of threatening things, like bacteria."
"此兩種疫苗中含有已被弱化或無活性病菌可確保該病原菌不會在人體內發展成真正的疾病。","The weakening and inactivation in both types of vaccine ensures that pathogens don't develop into the full-blown disease."
"此先天免疫反應也會誘發第二道防線，稱之為後天性免疫。","These innate immune responses also trigger our second line of defense, called adaptive immunity."
"下次再碰上同樣病原體時，這些實戰知識就能立即拿來使用。","This know-how becomes handy if the same pathogen invades the body again."
"首先有活性減毒疫苗。","First, we have live attenuated vaccines."
"此兩種疫苗中含有已被弱化或無活性病菌可確保該病原菌不會在人體內發展成真正的疾病。","The weakening and inactivation in both types of vaccine ensures that pathogens don't develop into the full-blown disease."
"而人體在接種後，疫苗內的基因會指示體內細胞製造抗原。","When injected into the human body, those genes instruct cells in the body to make the antigens."
"為了削減成本，有三分之一的員工因此被解僱了。","One third of employees were laid off in an attempt to cut costs."
"他終於擺脫所有財務上的煩惱了。","He was finally able to rid himself of all financial worries."
"低油價刺激了經濟的蓬勃發展。","Low gas prices spurred on the booming economy."
"原理就跟身體的自我防禦一樣，在沒有讓人體暴露於完整病程中的情況下，科學家利用疫苗來誘發身體的後天免疫系統。","Using the same principles that the body uses to defend itself, scientists use vaccines to trigger the body's adaptive immune system without exposing humans to the full strength disease."
"你為什麼那樣看我啊？有什麼不對的嗎？","Why are you looking at me like that? Anything wrong?"
"我沒有失禮的意思，只是覺得你應該立刻去剪個頭髮。","Without being rude, I think you need a haircut immediately."
"Jarvis 最近如何？好久沒見到他了。他還在做髮型設計師的學徒嗎？","How's Jarvis lately? I haven't seen him for a while. Does he still work as an apprentice hair stylist?"
"他比其他學徒還更加努力地工作，他很快就成為一名髮型設計師。","By working harder than any other apprentices, he soon became a hair stylist."
"藉由（我）寫與西班牙文化有關的文章，我漸漸地更了解了這個國家。","By writing about Spanish culture, I come to understand the country better."
"因為批判她的畫作，我知道我會得罪她。","In criticizing the painting, I knew I would offend her."
"假如沒有親身體驗，我無法評斷這個軟體的優劣。","I can't judge how good the app is without using it."
"你讀了 Rita Skitter 最新的小說了嗎？她真的是很厲害的作家。","Did you read the latest Rita Skitter novel? She's such a brilliant writer."
"我有讀。她真的天生就有寫作的能力。","Yes. She's really got the innate ability to write."
"我同意，她生來就是要當小說作家的。","I agree. She was born to be a novelist."
"你知道她以前並沒有這麼多作品的嗎？","Did you know that she didn't used to be this prolific?"
"我知道。她是受到第二本小說成功的刺激，進而快速地接連出版了四本書。","I know. She was spurred on by the success of her second novel, which led to the publication of four further novels in rapid succession."
"喔對，我記得。第二本小說真的很棒！","Oh, yeah, I remember. The second novel was amazing!"
"我有預感她今年會寫更多小說。","I have a hunch that she'll be writing a lot more novels this year."
"那很好啊。不知道為什麼，她的作品總會激勵我過更充實的生活。","That's good. For some reason, her work always prompts me to live a more fulfilling life."
"那大概是因為她說了許多啟發人的故事。","That's probably because of all the inspiring stories she tells."
"這位王室成員已經過世 20 年了。","This royal had been dead for 20 years."
"在 3500 年前的埃及，一位尊貴的法老被殘忍地攻擊。","Three and a half thousand years ago in Egypt, a noble pharaoh was the victim of a violent attack."
"這些紀錄大多是由 Hatshepsut 她自己寫下的。","Most of the evidence was written by Hatshepsut herself."
"她甚至自稱是埃及國神「阿蒙神」的女兒。","She even claimed to be the daughter of the state god, Amun."
"但最有可能的原因是他或其他人消除記錄，好讓世人忘記曾經有女人統治過埃及。","But it is most likely that he or someone else erased the images so that people would forget that a woman ever sat on Egypt's throne."
"留下足夠的證據讓我們拼湊出事情經過，如今才可以訴說這位一代女法老的故事。","Enough evidence survived for us to piece together what happened, so the story of this unique powerful woman can now be told."
"有人粉碎了法老的雕像，用鑿子試圖將法老的名字和形象從歷史上抹去。","Somebody smashed the pharaoh's statues, took a chisel and attempted to erase the pharaoh's name and image from history."
"雖然女性成為君主是合法的，但此舉擾亂了埃及的核心信仰。","Although it was legal for a woman to be a monarch, it disturbed some essential Egyptian beliefs."
"第一，法老被視為神在凡間的化身，代表男性神祇「荷魯斯」。","Firstly, the pharaoh was known as the living embodiment of the male god, Horus."
"她使用了 Maatkare 作為登基之名，有時候也會稱呼自己為 Hatshepsu，以字尾變化突現陽性特徵。","She took the name Maatkare, and sometimes referred to herself as Hatshepsu, with a masculine word ending."
"她成功地依循傳統扮演好了法老的角色。","She competently fulfilled the traditional roles of the office."
"她促進埃及的經濟，與遙遠的「龐特」(非洲東海岸) 進行了成功的貿易來往。","She enhanced the economy of Egypt, conducting a very successful trade mission to the distant land of Punt."
"她用圖片和文字訴說自己的豐功偉業，這些紀錄保存在她葬祭殿的牆上，以及她為阿蒙神建造的紅色神廟中。","She tells her own story in pictures and writing on the walls of her mortuary temple and the red chapel she built for Amun."
"壓抑的憤怒情緒在醞釀很久之後才爆發。","That's a long time to hang onto anger and then act in a rage."
"幸好，古代的審查不太徹底。","Happily, the ancient censors were not quite thorough enough."
"這場表演很精彩，我想我會想聽更多他們的經典老歌的。","The performance was pretty good; I would have liked to hear more of their old hits."
"你不應該停留在難過的情緒上；這可能會導致憂鬱症。","You shouldn't hang onto your sadness; it could lead to depression."
"警方可以透過照片，拼湊出犯罪者的身份。","The police were able to piece together the person who committed the crime from the photos."
"第二，打破男性統治的傳統是對「瑪特女神」的嚴重挑戰，瑪特的意思為真理，代表秩序與正義的信仰，對埃及人而言至關重要。","Secondly, disturbance to the tradition of rule by men was a serious challenge to 'Maat,' a word for 'truth,' expressing a belief in order and justice, vital to the Egyptians."
"你為什麼不邀請我一起看電影？","Why didn't you invite me to the movies with you?"
"首先，你說你很忙。再來，你不喜歡超級英雄系列的電影。","Firstly, you said you were busy. Secondly, you don't like superhero films."
"身為今年最佳女主角獎得主，你還有什麼想說的嗎？","As the best leading actress this year, is there anything else you'd like to say?"
"獲得這個獎項，我要感謝製片人、導演、編劇，最後，還有攝製組全體成員。","In accepting this award, I would like to thank the producer, the director, the scriptwriter, and, lastly, the film crew."
"這個計畫一定不會成功。首先我們沒有足夠的資金，再來我們的人手不足夠。","This plan definitely won't work. Firstly, we don't have enough money. Secondly, we are short-staffed."
"這場疫情完全沒有被控制住。第一，死亡人數仍在上升，第二，我們沒有解藥。","The pandemic is not contained in the slightest. Firstly, the death toll is still rising. Secondly, we don't have a cure yet."
"這裡的鐵路系統相當成熟，首先，它深入最偏遠的鄉村，再者它很少發生意外事故，並總是準時。","The railway system here is well-developed. Firstly, it reaches the most remote village. Secondly, it rarely has any accidents and is always on time."
"你知道埃及是否有皇后？","Do you know if Egypt ever had a queen?"
"有，但他們的領袖其實不論性別，都叫法老。","Yes, but their leaders were actually called pharaohs regardless of sex."
"酷誒！老實說這些知識蠻有趣的。","Cool. That's actually interesting to know."
"那為什麼我們並不知道女性法老的存在？","Why don't we know anything about their female pharaoh, then?"
"因為男性尊嚴遮蔽了她們的光彩。","Because masculine pride got in the way."
"真的嗎？你可以再多加說明嗎？","Really? Can you elaborate on that?"
"你是指男性將女性法老的存在從埃及歷史中抹去了嗎？","Do you mean men erased her part from Egypt's history?"
"沒錯。或許他們對於男性君王感到比較習慣吧。","Yes. They probably felt more comfortable with a male monarch."
"難怪後代很難拼湊出關於她們完整的歷史。","No wonder it's so hard to piece together their history!"
"生蠔買賣從 19 世紀初開始蓬勃發展起來，而當時它還是便宜而且許多人都能輕鬆取得的街頭小吃，在倫敦、巴黎和紐約的街頭都有販賣。","Oyster sales boomed from the early 19th century onwards, and the shellfish were sold as street food across London, Paris, and New York as they remained a cheap and accessible snack to many."
"寒冬和新疾病殺死了許多剩下的當地生蠔，並使得生蠔蒙上了壞名聲數年。","Hard winters and new diseases killed off many of the remaining native oysters and gave the shellfish a bad reputation that lasted for years to come."
"現在，當要飼養生蠔時，它們的成長環境是最主要的考量點之一。","And now when oysters are raised, the environment they're grown in is one of the main considerations."
"每個生蠔都需要兩到三年發育，它們剛開始只有用顯微鏡看才能看到的大小。","Each oyster takes two to three years to mature, and they start out microscopically small."
"儘管生蠔只有九天的貨架期，但這並不妨礙牠們被運送到全球各地。","Oysters may only have a nine-day shelf life, but that doesn't stop them being shipped all across the globe."
"其作為奢華美食的人氣和形象代表著它們的需求只會日益增加。","Their popularity and image as a luxury treat means that their demand is only going to rise."
"生蠔養殖是由一位羅馬工程師 Sergius Orata 發明的，他也常被認為是地下供暖的發明者。","Oyster cultivation was invented by Sergius Orata, a Roman engineer also often credited with the invention of underfloor heating."
"不久後，傷寒以及其他疾病相繼爆發，許多生蠔養殖場被迫關閉。","Soon, there were outbreaks of typhoid and other diseases, and many oyster beds had to be closed."
"我們很快地意識到乾淨水質在生蠔養殖過程的重要性，並禁止雇用童工。","We soon realized the importance of clean water in the oyster-growing process and outlawed child labor."
"要使生蠔符合環境安全及道德地生長，是需要付出代價的，因為這需要大量勞動力。","Making oysters environmentally safe and ethical to grow came at a cost, as the shellfish take a lot of work to produce."
